"","tree","Date","Freq","cluster"
"1454","Escherichia_coli_Shigella57961.png","2014",3,"cluster2"
"1455","Escherichia_coli_Shigella57961.png","2015",1,"cluster2"
"1456","Escherichia_coli_Shigella57961.png","2016",6,"cluster2"
"1457","Escherichia_coli_Shigella57961.png","2017",19,"cluster2"
"1458","Escherichia_coli_Shigella57961.png","2018",35,"cluster2"
"1459","Escherichia_coli_Shigella57961.png","2019",2,"cluster2"
"1460","Escherichia_coli_Shigella58030.png","2010",1,"cluster2"
"1461","Escherichia_coli_Shigella58030.png","2012",1,"cluster2"
"1462","Escherichia_coli_Shigella58030.png","2013",2,"cluster2"
"1463","Escherichia_coli_Shigella58030.png","2014",3,"cluster2"
"1464","Escherichia_coli_Shigella58030.png","2015",3,"cluster2"
"1465","Escherichia_coli_Shigella58030.png","2016",7,"cluster2"
"1466","Escherichia_coli_Shigella58030.png","2017",17,"cluster2"
"1467","Escherichia_coli_Shigella58030.png","2018",36,"cluster2"
"1468","Escherichia_coli_Shigella58030.png","2019",1,"cluster2"
"1469","Escherichia_coli_Shigella58132.png","2010",1,"cluster2"
"1470","Escherichia_coli_Shigella58132.png","2014",2,"cluster2"
"1471","Escherichia_coli_Shigella58132.png","2015",7,"cluster2"
"1472","Escherichia_coli_Shigella58132.png","2016",9,"cluster2"
"1473","Escherichia_coli_Shigella58132.png","2017",34,"cluster2"
"1474","Escherichia_coli_Shigella58132.png","2018",34,"cluster2"
"1475","Escherichia_coli_Shigella58132.png","2019",6,"cluster2"
"1476","Escherichia_coli_Shigella58400.png","2014",1,"cluster2"
"1477","Escherichia_coli_Shigella58400.png","2015",7,"cluster2"
"1478","Escherichia_coli_Shigella58400.png","2016",18,"cluster2"
"1479","Escherichia_coli_Shigella58400.png","2017",27,"cluster2"
"1480","Escherichia_coli_Shigella58400.png","2018",36,"cluster2"
"1481","Escherichia_coli_Shigella58672.png","2014",9,"cluster2"
"1482","Escherichia_coli_Shigella58672.png","2015",8,"cluster2"
"1483","Escherichia_coli_Shigella58672.png","2016",6,"cluster2"
"1484","Escherichia_coli_Shigella58672.png","2017",19,"cluster2"
"1485","Escherichia_coli_Shigella58672.png","2018",42,"cluster2"
"1486","Escherichia_coli_Shigella58672.png","2019",5,"cluster2"
"1487","Escherichia_coli_Shigella58850.png","2011",1,"cluster2"
"1488","Escherichia_coli_Shigella58850.png","2014",5,"cluster2"
"1489","Escherichia_coli_Shigella58850.png","2015",5,"cluster2"
"1490","Escherichia_coli_Shigella58850.png","2016",8,"cluster2"
"1491","Escherichia_coli_Shigella58850.png","2017",30,"cluster2"
"1492","Escherichia_coli_Shigella58850.png","2018",34,"cluster2"
"1493","Escherichia_coli_Shigella58850.png","2019",5,"cluster2"
"1494","Escherichia_coli_Shigella58950.png","2014",3,"cluster2"
"1495","Escherichia_coli_Shigella58950.png","2015",6,"cluster2"
"1496","Escherichia_coli_Shigella58950.png","2016",6,"cluster2"
"1497","Escherichia_coli_Shigella58950.png","2017",21,"cluster2"
"1498","Escherichia_coli_Shigella58950.png","2018",48,"cluster2"
"1499","Escherichia_coli_Shigella58950.png","2019",2,"cluster2"
"1500","Escherichia_coli_Shigella59111.png","2011",1,"cluster2"
"1501","Escherichia_coli_Shigella59111.png","2014",1,"cluster2"
"1502","Escherichia_coli_Shigella59111.png","2015",7,"cluster2"
"1503","Escherichia_coli_Shigella59111.png","2016",13,"cluster2"
"1504","Escherichia_coli_Shigella59111.png","2017",30,"cluster2"
"1505","Escherichia_coli_Shigella59111.png","2018",28,"cluster2"
"1506","Escherichia_coli_Shigella59191.png","2014",4,"cluster2"
"1507","Escherichia_coli_Shigella59191.png","2015",3,"cluster2"
"1508","Escherichia_coli_Shigella59191.png","2016",5,"cluster2"
"1509","Escherichia_coli_Shigella59191.png","2017",26,"cluster2"
"1510","Escherichia_coli_Shigella59191.png","2018",47,"cluster2"
"1511","Escherichia_coli_Shigella59191.png","2019",1,"cluster2"
"1512","Escherichia_coli_Shigella59290.png","2013",2,"cluster2"
"1513","Escherichia_coli_Shigella59290.png","2014",3,"cluster2"
"1514","Escherichia_coli_Shigella59290.png","2015",2,"cluster2"
"1515","Escherichia_coli_Shigella59290.png","2016",5,"cluster2"
"1516","Escherichia_coli_Shigella59290.png","2017",15,"cluster2"
"1517","Escherichia_coli_Shigella59290.png","2018",57,"cluster2"
"1518","Escherichia_coli_Shigella59290.png","2019",4,"cluster2"
"1519","Escherichia_coli_Shigella59415.png","2013",2,"cluster2"
"1520","Escherichia_coli_Shigella59415.png","2014",2,"cluster2"
"1521","Escherichia_coli_Shigella59415.png","2015",3,"cluster2"
"1522","Escherichia_coli_Shigella59415.png","2016",8,"cluster2"
"1523","Escherichia_coli_Shigella59415.png","2017",14,"cluster2"
"1524","Escherichia_coli_Shigella59415.png","2018",59,"cluster2"
"1525","Escherichia_coli_Shigella59415.png","2019",3,"cluster2"
"1526","Escherichia_coli_Shigella59686.png","2013",1,"cluster2"
"1527","Escherichia_coli_Shigella59686.png","2014",2,"cluster2"
"1528","Escherichia_coli_Shigella59686.png","2015",2,"cluster2"
"1529","Escherichia_coli_Shigella59686.png","2016",11,"cluster2"
"1530","Escherichia_coli_Shigella59686.png","2017",16,"cluster2"
"1531","Escherichia_coli_Shigella59686.png","2018",48,"cluster2"
"1532","Escherichia_coli_Shigella59686.png","2019",7,"cluster2"
"1533","Escherichia_coli_Shigella59801.png","2014",2,"cluster2"
"1534","Escherichia_coli_Shigella59801.png","2015",4,"cluster2"
"1535","Escherichia_coli_Shigella59801.png","2016",8,"cluster2"
"1536","Escherichia_coli_Shigella59801.png","2017",16,"cluster2"
"1537","Escherichia_coli_Shigella59801.png","2018",36,"cluster2"
"1538","Escherichia_coli_Shigella59801.png","2019",5,"cluster2"
"1539","Escherichia_coli_Shigella60018.png","2014",3,"cluster2"
"1540","Escherichia_coli_Shigella60018.png","2015",14,"cluster2"
"1541","Escherichia_coli_Shigella60018.png","2016",28,"cluster2"
"1542","Escherichia_coli_Shigella60018.png","2017",15,"cluster2"
"1543","Escherichia_coli_Shigella60018.png","2018",19,"cluster2"
"1544","Escherichia_coli_Shigella60018.png","2019",5,"cluster2"
"1545","Escherichia_coli_Shigella60204.png","2015",2,"cluster2"
"1546","Escherichia_coli_Shigella60204.png","2016",22,"cluster2"
"1547","Escherichia_coli_Shigella60204.png","2017",7,"cluster2"
"1548","Escherichia_coli_Shigella60204.png","2018",28,"cluster2"
"1549","Escherichia_coli_Shigella60204.png","2019",2,"cluster2"
"1550","Escherichia_coli_Shigella60457.png","2014",5,"cluster2"
"1551","Escherichia_coli_Shigella60457.png","2015",5,"cluster2"
"1552","Escherichia_coli_Shigella60457.png","2016",7,"cluster2"
"1553","Escherichia_coli_Shigella60457.png","2017",18,"cluster2"
"1554","Escherichia_coli_Shigella60457.png","2018",39,"cluster2"
"1555","Escherichia_coli_Shigella60542.png","2013",1,"cluster2"
"1556","Escherichia_coli_Shigella60542.png","2014",4,"cluster2"
"1557","Escherichia_coli_Shigella60542.png","2015",1,"cluster2"
"1558","Escherichia_coli_Shigella60542.png","2016",11,"cluster2"
"1559","Escherichia_coli_Shigella60542.png","2017",24,"cluster2"
"1560","Escherichia_coli_Shigella60542.png","2018",49,"cluster2"
"1561","Escherichia_coli_Shigella60542.png","2019",4,"cluster2"
"1562","Escherichia_coli_Shigella60669.png","2013",1,"cluster2"
"1563","Escherichia_coli_Shigella60669.png","2014",5,"cluster2"
"1564","Escherichia_coli_Shigella60669.png","2015",7,"cluster2"
"1565","Escherichia_coli_Shigella60669.png","2016",7,"cluster2"
"1566","Escherichia_coli_Shigella60669.png","2017",17,"cluster2"
"1567","Escherichia_coli_Shigella60669.png","2018",28,"cluster2"
"1568","Escherichia_coli_Shigella60669.png","2019",1,"cluster2"
"1569","Escherichia_coli_Shigella60736.png","2014",2,"cluster2"
"1570","Escherichia_coli_Shigella60736.png","2015",2,"cluster2"
"1571","Escherichia_coli_Shigella60736.png","2016",10,"cluster2"
"1572","Escherichia_coli_Shigella60736.png","2017",16,"cluster2"
"1573","Escherichia_coli_Shigella60736.png","2018",18,"cluster2"
"1574","Escherichia_coli_Shigella60736.png","2019",3,"cluster2"
"1575","Escherichia_coli_Shigella60983.png","2012",1,"cluster2"
"1576","Escherichia_coli_Shigella60983.png","2014",6,"cluster2"
"1577","Escherichia_coli_Shigella60983.png","2015",7,"cluster2"
"1578","Escherichia_coli_Shigella60983.png","2016",7,"cluster2"
"1579","Escherichia_coli_Shigella60983.png","2017",23,"cluster2"
"1580","Escherichia_coli_Shigella60983.png","2018",40,"cluster2"
"1581","Escherichia_coli_Shigella60983.png","2019",6,"cluster2"
"1582","Escherichia_coli_Shigella61267.png","2013",1,"cluster2"
"1583","Escherichia_coli_Shigella61267.png","2014",4,"cluster2"
"1584","Escherichia_coli_Shigella61267.png","2015",2,"cluster2"
"1585","Escherichia_coli_Shigella61267.png","2016",12,"cluster2"
"1586","Escherichia_coli_Shigella61267.png","2017",20,"cluster2"
"1587","Escherichia_coli_Shigella61267.png","2018",48,"cluster2"
"1588","Escherichia_coli_Shigella61267.png","2019",3,"cluster2"
"1589","Escherichia_coli_Shigella62300.png","2014",3,"cluster2"
"1590","Escherichia_coli_Shigella62300.png","2015",10,"cluster2"
"1591","Escherichia_coli_Shigella62300.png","2016",21,"cluster2"
"1592","Escherichia_coli_Shigella62300.png","2017",18,"cluster2"
"1593","Escherichia_coli_Shigella62300.png","2018",48,"cluster2"
"1594","Escherichia_coli_Shigella63391.png","2014",3,"cluster2"
"1595","Escherichia_coli_Shigella63391.png","2015",5,"cluster2"
"1596","Escherichia_coli_Shigella63391.png","2016",9,"cluster2"
"1597","Escherichia_coli_Shigella63391.png","2017",19,"cluster2"
"1598","Escherichia_coli_Shigella63391.png","2018",27,"cluster2"
"1599","Escherichia_coli_Shigella63391.png","2019",1,"cluster2"
"1600","Escherichia_coli_Shigella64449.png","2014",1,"cluster2"
"1601","Escherichia_coli_Shigella64449.png","2015",14,"cluster2"
"1602","Escherichia_coli_Shigella64449.png","2016",21,"cluster2"
"1603","Escherichia_coli_Shigella64449.png","2017",15,"cluster2"
"1604","Escherichia_coli_Shigella64449.png","2018",14,"cluster2"
"1605","Escherichia_coli_Shigella65132.png","2014",1,"cluster2"
"1606","Escherichia_coli_Shigella65132.png","2015",16,"cluster2"
"1607","Escherichia_coli_Shigella65132.png","2016",17,"cluster2"
"1608","Escherichia_coli_Shigella65132.png","2017",26,"cluster2"
"1609","Escherichia_coli_Shigella65132.png","2018",27,"cluster2"
"1610","Escherichia_coli_Shigella65132.png","2019",6,"cluster2"
"1611","Escherichia_coli_Shigella65393.png","2015",5,"cluster2"
"1612","Escherichia_coli_Shigella65393.png","2016",16,"cluster2"
"1613","Escherichia_coli_Shigella65393.png","2017",14,"cluster2"
"1614","Escherichia_coli_Shigella65393.png","2018",20,"cluster2"
"1615","Escherichia_coli_Shigella65393.png","2019",3,"cluster2"
"1616","Escherichia_coli_Shigella65564.png","2015",10,"cluster2"
"1617","Escherichia_coli_Shigella65564.png","2016",26,"cluster2"
"1618","Escherichia_coli_Shigella65564.png","2017",20,"cluster2"
"1619","Escherichia_coli_Shigella65564.png","2018",42,"cluster2"
"1620","Escherichia_coli_Shigella65564.png","2019",1,"cluster2"
"1621","Escherichia_coli_Shigella65679.png","2015",12,"cluster2"
"1622","Escherichia_coli_Shigella65679.png","2016",18,"cluster2"
"1623","Escherichia_coli_Shigella65679.png","2017",23,"cluster2"
"1624","Escherichia_coli_Shigella65679.png","2018",22,"cluster2"
"1625","Escherichia_coli_Shigella65679.png","2019",2,"cluster2"
"1626","Escherichia_coli_Shigella66165.png","2015",11,"cluster2"
"1627","Escherichia_coli_Shigella66165.png","2016",29,"cluster2"
"1628","Escherichia_coli_Shigella66165.png","2017",20,"cluster2"
"1629","Escherichia_coli_Shigella66165.png","2018",16,"cluster2"
"1630","Escherichia_coli_Shigella66275.png","2015",16,"cluster2"
"1631","Escherichia_coli_Shigella66275.png","2016",18,"cluster2"
"1632","Escherichia_coli_Shigella66275.png","2017",24,"cluster2"
"1633","Escherichia_coli_Shigella66275.png","2018",27,"cluster2"
"1634","Escherichia_coli_Shigella66275.png","2019",3,"cluster2"
"1635","Escherichia_coli_Shigella66363.png","2014",1,"cluster2"
"1636","Escherichia_coli_Shigella66363.png","2015",2,"cluster2"
"1637","Escherichia_coli_Shigella66363.png","2016",10,"cluster2"
"1638","Escherichia_coli_Shigella66363.png","2017",5,"cluster2"
"1639","Escherichia_coli_Shigella66363.png","2018",16,"cluster2"
"1640","Escherichia_coli_Shigella66363.png","2019",1,"cluster2"
"1641","Escherichia_coli_Shigella66800.png","2012",1,"cluster2"
"1642","Escherichia_coli_Shigella66800.png","2015",11,"cluster2"
"1643","Escherichia_coli_Shigella66800.png","2016",27,"cluster2"
"1644","Escherichia_coli_Shigella66800.png","2017",19,"cluster2"
"1645","Escherichia_coli_Shigella66800.png","2018",24,"cluster2"
"1646","Escherichia_coli_Shigella66800.png","2019",3,"cluster2"
"1647","Escherichia_coli_Shigella66996.png","2014",2,"cluster2"
"1648","Escherichia_coli_Shigella66996.png","2015",13,"cluster2"
"1649","Escherichia_coli_Shigella66996.png","2016",24,"cluster2"
"1650","Escherichia_coli_Shigella66996.png","2017",27,"cluster2"
"1651","Escherichia_coli_Shigella66996.png","2018",27,"cluster2"
"1652","Escherichia_coli_Shigella66996.png","2019",6,"cluster2"
"1653","Escherichia_coli_Shigella67677.png","2014",2,"cluster2"
"1654","Escherichia_coli_Shigella67677.png","2015",12,"cluster2"
"1655","Escherichia_coli_Shigella67677.png","2016",15,"cluster2"
"1656","Escherichia_coli_Shigella67677.png","2017",22,"cluster2"
"1657","Escherichia_coli_Shigella67677.png","2018",42,"cluster2"
"1658","Escherichia_coli_Shigella67677.png","2019",2,"cluster2"
"1659","Escherichia_coli_Shigella68139.png","2012",1,"cluster2"
"1660","Escherichia_coli_Shigella68139.png","2014",1,"cluster2"
"1661","Escherichia_coli_Shigella68139.png","2015",9,"cluster2"
"1662","Escherichia_coli_Shigella68139.png","2016",19,"cluster2"
"1663","Escherichia_coli_Shigella68139.png","2017",39,"cluster2"
"1664","Escherichia_coli_Shigella68139.png","2018",27,"cluster2"
"1665","Escherichia_coli_Shigella68139.png","2019",1,"cluster2"
"1666","Escherichia_coli_Shigella68236.png","2014",1,"cluster2"
"1667","Escherichia_coli_Shigella68236.png","2015",4,"cluster2"
"1668","Escherichia_coli_Shigella68236.png","2016",24,"cluster2"
"1669","Escherichia_coli_Shigella68236.png","2017",15,"cluster2"
"1670","Escherichia_coli_Shigella68236.png","2018",26,"cluster2"
"1671","Escherichia_coli_Shigella68236.png","2019",3,"cluster2"
"1672","Escherichia_coli_Shigella68383.png","2014",2,"cluster2"
"1673","Escherichia_coli_Shigella68383.png","2015",2,"cluster2"
"1674","Escherichia_coli_Shigella68383.png","2016",35,"cluster2"
"1675","Escherichia_coli_Shigella68383.png","2017",14,"cluster2"
"1676","Escherichia_coli_Shigella68383.png","2018",43,"cluster2"
"1677","Escherichia_coli_Shigella68383.png","2019",3,"cluster2"
"1678","Escherichia_coli_Shigella68712.png","2014",1,"cluster2"
"1679","Escherichia_coli_Shigella68712.png","2015",19,"cluster2"
"1680","Escherichia_coli_Shigella68712.png","2016",25,"cluster2"
"1681","Escherichia_coli_Shigella68712.png","2017",36,"cluster2"
"1682","Escherichia_coli_Shigella68712.png","2018",19,"cluster2"
"1683","Escherichia_coli_Shigella68874.png","2015",6,"cluster2"
"1684","Escherichia_coli_Shigella68874.png","2016",27,"cluster2"
"1685","Escherichia_coli_Shigella68874.png","2017",24,"cluster2"
"1686","Escherichia_coli_Shigella68874.png","2018",19,"cluster2"
"1687","Escherichia_coli_Shigella68874.png","2019",2,"cluster2"
"1688","Escherichia_coli_Shigella69114.png","2014",3,"cluster2"
"1689","Escherichia_coli_Shigella69114.png","2015",10,"cluster2"
"1690","Escherichia_coli_Shigella69114.png","2016",21,"cluster2"
"1691","Escherichia_coli_Shigella69114.png","2017",27,"cluster2"
"1692","Escherichia_coli_Shigella69114.png","2018",25,"cluster2"
"1693","Escherichia_coli_Shigella69114.png","2019",2,"cluster2"
"1694","Escherichia_coli_Shigella69837.png","2014",3,"cluster2"
"1695","Escherichia_coli_Shigella69837.png","2015",8,"cluster2"
"1696","Escherichia_coli_Shigella69837.png","2016",20,"cluster2"
"1697","Escherichia_coli_Shigella69837.png","2017",19,"cluster2"
"1698","Escherichia_coli_Shigella69837.png","2018",21,"cluster2"
"1699","Escherichia_coli_Shigella69837.png","2019",2,"cluster2"
"1700","Klebsiella_oxytoca353.png","2012",3,"cluster2"
"1701","Klebsiella_oxytoca353.png","2013",3,"cluster2"
"1702","Klebsiella_oxytoca353.png","2014",3,"cluster2"
"1703","Klebsiella_oxytoca353.png","2015",12,"cluster2"
"1704","Klebsiella_oxytoca353.png","2016",26,"cluster2"
"1705","Klebsiella_oxytoca353.png","2017",4,"cluster2"
"1706","Klebsiella_oxytoca353.png","2018",13,"cluster2"
"1707","Klebsiella_oxytoca353.png","2019",10,"cluster2"
"1708","Klebsiella_oxytoca448.png","2011",1,"cluster2"
"1709","Klebsiella_oxytoca448.png","2012",1,"cluster2"
"1710","Klebsiella_oxytoca448.png","2013",1,"cluster2"
"1711","Klebsiella_oxytoca448.png","2014",7,"cluster2"
"1712","Klebsiella_oxytoca448.png","2015",12,"cluster2"
"1713","Klebsiella_oxytoca448.png","2016",14,"cluster2"
"1714","Klebsiella_oxytoca448.png","2017",15,"cluster2"
"1715","Klebsiella_oxytoca448.png","2018",32,"cluster2"
"1716","Klebsiella_oxytoca448.png","2019",15,"cluster2"
"1717","Klebsiella10285.png","2015",4,"cluster2"
"1718","Klebsiella10285.png","2016",3,"cluster2"
"1719","Klebsiella10285.png","2017",10,"cluster2"
"1720","Klebsiella10285.png","2018",31,"cluster2"
"1721","Klebsiella10285.png","2019",14,"cluster2"
"1722","Klebsiella10449.png","2013",2,"cluster2"
"1723","Klebsiella10449.png","2015",2,"cluster2"
"1724","Klebsiella10449.png","2016",5,"cluster2"
"1725","Klebsiella10449.png","2017",12,"cluster2"
"1726","Klebsiella10449.png","2018",38,"cluster2"
"1727","Klebsiella10449.png","2019",17,"cluster2"
"1728","Klebsiella10662.png","2013",1,"cluster2"
"1729","Klebsiella10662.png","2014",1,"cluster2"
"1730","Klebsiella10662.png","2015",5,"cluster2"
"1731","Klebsiella10662.png","2016",2,"cluster2"
"1732","Klebsiella10662.png","2017",9,"cluster2"
"1733","Klebsiella10662.png","2018",40,"cluster2"
"1734","Klebsiella10662.png","2019",21,"cluster2"
"1735","Klebsiella11009.png","2013",2,"cluster2"
"1736","Klebsiella11009.png","2014",4,"cluster2"
"1737","Klebsiella11009.png","2016",7,"cluster2"
"1738","Klebsiella11009.png","2017",7,"cluster2"
"1739","Klebsiella11009.png","2018",40,"cluster2"
"1740","Klebsiella11009.png","2019",19,"cluster2"
"1741","Klebsiella11180.png","2013",1,"cluster2"
"1742","Klebsiella11180.png","2015",1,"cluster2"
"1743","Klebsiella11180.png","2016",9,"cluster2"
"1744","Klebsiella11180.png","2017",10,"cluster2"
"1745","Klebsiella11180.png","2018",24,"cluster2"
"1746","Klebsiella11180.png","2019",22,"cluster2"
"1747","Klebsiella5852.png","2015",2,"cluster2"
"1748","Klebsiella5852.png","2016",5,"cluster2"
"1749","Klebsiella5852.png","2017",11,"cluster2"
"1750","Klebsiella5852.png","2018",24,"cluster2"
"1751","Klebsiella5852.png","2019",56,"cluster2"
"1752","Klebsiella6259.png","2015",4,"cluster2"
"1753","Klebsiella6259.png","2016",5,"cluster2"
"1754","Klebsiella6259.png","2017",8,"cluster2"
"1755","Klebsiella6259.png","2018",39,"cluster2"
"1756","Klebsiella6259.png","2019",31,"cluster2"
"1757","Klebsiella6645.png","2014",1,"cluster2"
"1758","Klebsiella6645.png","2015",3,"cluster2"
"1759","Klebsiella6645.png","2016",2,"cluster2"
"1760","Klebsiella6645.png","2017",11,"cluster2"
"1761","Klebsiella6645.png","2018",34,"cluster2"
"1762","Klebsiella6645.png","2019",16,"cluster2"
"1763","Klebsiella6949.png","2014",3,"cluster2"
"1764","Klebsiella6949.png","2015",2,"cluster2"
"1765","Klebsiella6949.png","2016",7,"cluster2"
"1766","Klebsiella6949.png","2017",7,"cluster2"
"1767","Klebsiella6949.png","2018",34,"cluster2"
"1768","Klebsiella6949.png","2019",25,"cluster2"
"1769","Klebsiella7133.png","2015",1,"cluster2"
"1770","Klebsiella7133.png","2016",4,"cluster2"
"1771","Klebsiella7133.png","2017",3,"cluster2"
"1772","Klebsiella7133.png","2018",23,"cluster2"
"1773","Klebsiella7133.png","2019",5,"cluster2"
"1774","Klebsiella7251.png","2012",1,"cluster2"
"1775","Klebsiella7251.png","2014",2,"cluster2"
"1776","Klebsiella7251.png","2015",2,"cluster2"
"1777","Klebsiella7251.png","2016",5,"cluster2"
"1778","Klebsiella7251.png","2017",10,"cluster2"
"1779","Klebsiella7251.png","2018",34,"cluster2"
"1780","Klebsiella7251.png","2019",29,"cluster2"
"1781","Klebsiella7473.png","2014",1,"cluster2"
"1782","Klebsiella7473.png","2015",3,"cluster2"
"1783","Klebsiella7473.png","2016",4,"cluster2"
"1784","Klebsiella7473.png","2017",3,"cluster2"
"1785","Klebsiella7473.png","2018",36,"cluster2"
"1786","Klebsiella7473.png","2019",8,"cluster2"
"1787","Klebsiella7560.png","2013",1,"cluster2"
"1788","Klebsiella7560.png","2014",3,"cluster2"
"1789","Klebsiella7560.png","2015",5,"cluster2"
"1790","Klebsiella7560.png","2016",6,"cluster2"
"1791","Klebsiella7560.png","2017",6,"cluster2"
"1792","Klebsiella7560.png","2018",31,"cluster2"
"1793","Klebsiella7560.png","2019",21,"cluster2"
"1794","Klebsiella7668.png","2010",1,"cluster2"
"1795","Klebsiella7668.png","2013",1,"cluster2"
"1796","Klebsiella7668.png","2014",1,"cluster2"
"1797","Klebsiella7668.png","2015",8,"cluster2"
"1798","Klebsiella7668.png","2016",4,"cluster2"
"1799","Klebsiella7668.png","2017",5,"cluster2"
"1800","Klebsiella7668.png","2018",37,"cluster2"
"1801","Klebsiella7668.png","2019",20,"cluster2"
"1802","Klebsiella7782.png","2013",1,"cluster2"
"1803","Klebsiella7782.png","2014",2,"cluster2"
"1804","Klebsiella7782.png","2015",5,"cluster2"
"1805","Klebsiella7782.png","2016",4,"cluster2"
"1806","Klebsiella7782.png","2017",4,"cluster2"
"1807","Klebsiella7782.png","2018",50,"cluster2"
"1808","Klebsiella7782.png","2019",21,"cluster2"
"1809","Klebsiella7916.png","2016",5,"cluster2"
"1810","Klebsiella7916.png","2017",7,"cluster2"
"1811","Klebsiella7916.png","2018",17,"cluster2"
"1812","Klebsiella7916.png","2019",12,"cluster2"
"1813","Klebsiella7980.png","2014",1,"cluster2"
"1814","Klebsiella7980.png","2015",6,"cluster2"
"1815","Klebsiella7980.png","2016",7,"cluster2"
"1816","Klebsiella7980.png","2017",7,"cluster2"
"1817","Klebsiella7980.png","2018",24,"cluster2"
"1818","Klebsiella7980.png","2019",41,"cluster2"
"1819","Klebsiella8268.png","2013",1,"cluster2"
"1820","Klebsiella8268.png","2014",2,"cluster2"
"1821","Klebsiella8268.png","2015",14,"cluster2"
"1822","Klebsiella8268.png","2016",10,"cluster2"
"1823","Klebsiella8268.png","2017",7,"cluster2"
"1824","Klebsiella8268.png","2018",14,"cluster2"
"1825","Klebsiella8268.png","2019",5,"cluster2"
"1826","Klebsiella8623.png","2014",3,"cluster2"
"1827","Klebsiella8623.png","2015",4,"cluster2"
"1828","Klebsiella8623.png","2016",6,"cluster2"
"1829","Klebsiella8623.png","2017",10,"cluster2"
"1830","Klebsiella8623.png","2018",32,"cluster2"
"1831","Klebsiella8623.png","2019",34,"cluster2"
"1832","Klebsiella8759.png","2014",1,"cluster2"
"1833","Klebsiella8759.png","2015",3,"cluster2"
"1834","Klebsiella8759.png","2016",1,"cluster2"
"1835","Klebsiella8759.png","2017",1,"cluster2"
"1836","Klebsiella8759.png","2018",24,"cluster2"
"1837","Klebsiella8759.png","2019",12,"cluster2"
"1838","Klebsiella8805.png","2013",1,"cluster2"
"1839","Klebsiella8805.png","2014",1,"cluster2"
"1840","Klebsiella8805.png","2015",2,"cluster2"
"1841","Klebsiella8805.png","2016",4,"cluster2"
"1842","Klebsiella8805.png","2017",4,"cluster2"
"1843","Klebsiella8805.png","2018",27,"cluster2"
"1844","Klebsiella8805.png","2019",29,"cluster2"
"1845","Klebsiella8963.png","2015",2,"cluster2"
"1846","Klebsiella8963.png","2016",5,"cluster2"
"1847","Klebsiella8963.png","2017",4,"cluster2"
"1848","Klebsiella8963.png","2018",18,"cluster2"
"1849","Klebsiella8963.png","2019",25,"cluster2"
"1850","Klebsiella9205.png","2013",1,"cluster2"
"1851","Klebsiella9205.png","2014",5,"cluster2"
"1852","Klebsiella9205.png","2015",3,"cluster2"
"1853","Klebsiella9205.png","2016",4,"cluster2"
"1854","Klebsiella9205.png","2017",4,"cluster2"
"1855","Klebsiella9205.png","2018",42,"cluster2"
"1856","Klebsiella9205.png","2019",24,"cluster2"
"1857","Klebsiella9521.png","2013",1,"cluster2"
"1858","Klebsiella9521.png","2014",1,"cluster2"
"1859","Klebsiella9521.png","2015",1,"cluster2"
"1860","Klebsiella9521.png","2016",1,"cluster2"
"1861","Klebsiella9521.png","2017",3,"cluster2"
"1862","Klebsiella9521.png","2018",29,"cluster2"
"1863","Klebsiella9521.png","2019",25,"cluster2"
"1864","Klebsiella9685.png","2013",1,"cluster2"
"1865","Klebsiella9685.png","2014",3,"cluster2"
"1866","Klebsiella9685.png","2015",1,"cluster2"
"1867","Klebsiella9685.png","2016",1,"cluster2"
"1868","Klebsiella9685.png","2017",6,"cluster2"
"1869","Klebsiella9685.png","2018",23,"cluster2"
"1870","Klebsiella9685.png","2019",30,"cluster2"
"1871","Klebsiella9757.png","2014",2,"cluster2"
"1872","Klebsiella9757.png","2015",4,"cluster2"
"1873","Klebsiella9757.png","2016",10,"cluster2"
"1874","Klebsiella9757.png","2017",7,"cluster2"
"1875","Klebsiella9757.png","2018",32,"cluster2"
"1876","Klebsiella9757.png","2019",21,"cluster2"
"1877","Listeria10506.png","2013",1,"cluster2"
"1878","Listeria10506.png","2014",5,"cluster2"
"1879","Listeria10506.png","2015",11,"cluster2"
"1880","Listeria10506.png","2016",17,"cluster2"
"1881","Listeria10506.png","2017",9,"cluster2"
"1882","Listeria10506.png","2018",13,"cluster2"
"1883","Listeria10506.png","2019",3,"cluster2"
"1884","Listeria10922.png","2013",4,"cluster2"
"1885","Listeria10922.png","2014",7,"cluster2"
"1886","Listeria10922.png","2015",7,"cluster2"
"1887","Listeria10922.png","2016",17,"cluster2"
"1888","Listeria10922.png","2017",9,"cluster2"
"1889","Listeria10922.png","2018",4,"cluster2"
"1890","Listeria11458.png","2012",1,"cluster2"
"1891","Listeria11458.png","2014",2,"cluster2"
"1892","Listeria11458.png","2015",5,"cluster2"
"1893","Listeria11458.png","2016",10,"cluster2"
"1894","Listeria11458.png","2017",15,"cluster2"
"1895","Listeria11458.png","2018",12,"cluster2"
"1896","Listeria11458.png","2019",1,"cluster2"
"1897","Listeria7404.png","2013",3,"cluster2"
"1898","Listeria7404.png","2014",5,"cluster2"
"1899","Listeria7404.png","2015",4,"cluster2"
"1900","Listeria7404.png","2016",10,"cluster2"
"1901","Listeria7404.png","2017",2,"cluster2"
"1902","Listeria7404.png","2018",12,"cluster2"
"1903","Listeria7495.png","2011",1,"cluster2"
"1904","Listeria7495.png","2013",4,"cluster2"
"1905","Listeria7495.png","2014",11,"cluster2"
"1906","Listeria7495.png","2015",20,"cluster2"
